CLUSTERID1	CLUSTERID2	DeltaMZ	MEH	Cosine	OtherScore	ComponentIndex	EdgeAnnotation
2807550	2814575	-0.503	2807550	0.963	2807550.0	818	z = 2
2807771	2814575	-0.502	2807771	0.974	2807771.0	818	z = 2
2807553	2807670	0.000	2807553	0.9712	2807553.0	818	 
2807507	2814604	-0.503	2807507	0.9599	2807507.0	818	z = 2
2807301	2814604	-0.503	2807301	0.9598	2807301.0	818	z = 2
2807301	2807587	0.000	2807301	0.9821	2807301.0	818	 
2807550	2807574	-0.001	2807550	0.9894	2807550.0	818	 
2807670	2814604	-0.503	2807670	0.9589	2807670.0	818	z = 2
2807574	2807587	0.001	2807574	0.9879	2807574.0	818	 
2807553	2807771	-0.001	2807553	0.9763	2807553.0	818	 
2807205	2807670	-0.001	2807205	0.9772	2807205.0	818	 
2807574	2814604	-0.502	2807574	0.964	2807574.0	818	z = 2
2807550	2807587	0.000	2807550	0.986	2807550.0	818	 
2807587	2814575	-0.503	2807587	0.9709	2807587.0	818	z = 2
2807301	2807574	-0.001	2807301	0.9895	2807301.0	818	 
2807553	2807587	0.000	2807553	0.974	2807553.0	818	 
2814575	2814604	0.000	2814575	0.9593	2814575.0	818	 
2807507	2807670	0.000	2807507	0.9757	2807507.0	818	 
2807507	2814575	-0.503	2807507	0.9623	2807507.0	818	z = 2
2807301	2807507	0.000	2807301	0.9869	2807301.0	818	 
2807574	2814575	-0.502	2807574	0.9633	2807574.0	818	z = 2
2807205	2807587	-0.001	2807205	0.9723	2807205.0	818	 
2807205	2807574	-0.002	2807205	0.9787	2807205.0	818	 
2807574	2807771	0.000	2807574	0.9839	2807574.0	818	 
2807205	2807301	-0.001	2807205	0.9706	2807205.0	818	 
2807301	2807550	0.000	2807301	0.9841	2807301.0	818	 
2807205	2814575	-0.504	2807205	0.9595	2807205.0	818	z = 2
2807507	2807574	-0.001	2807507	0.982	2807507.0	818	 
2807553	2814575	-0.503	2807553	0.9663	2807553.0	818	z = 2
2807550	2807553	0.000	2807550	0.9804	2807550.0	818	 
2807301	2807771	-0.001	2807301	0.9794	2807301.0	818	 
2807587	2807670	0.000	2807587	0.982	2807587.0	818	 
2807670	2814575	-0.503	2807670	0.9666	2807670.0	818	z = 2
2807301	2807670	0.000	2807301	0.9821	2807301.0	818	 
2807507	2807771	-0.001	2807507	0.9786	2807507.0	818	 
2807550	2814604	-0.503	2807550	0.9647	2807550.0	818	z = 2
2807205	2807771	-0.002	2807205	0.973	2807205.0	818	 
2807507	2807587	0.000	2807507	0.9788	2807507.0	818	 
2807574	2807670	0.001	2807574	0.9853	2807574.0	818	 
2807301	2814575	-0.503	2807301	0.958	2807301.0	818	z = 2
2807550	2807670	0.000	2807550	0.9798	2807550.0	818	 
2807507	2807550	0.000	2807507	0.9806	2807507.0	818	 
2807670	2807771	-0.001	2807670	0.979	2807670.0	818	 
2807205	2807507	-0.001	2807205	0.9684	2807205.0	818	 
2807587	2807771	-0.001	2807587	0.9805	2807587.0	818	 
2807301	2807553	0.000	2807301	0.9746	2807301.0	818	 
2807553	2807574	-0.001	2807553	0.9785	2807553.0	818	 
2807205	2807553	-0.001	2807205	0.9676	2807205.0	818	 
2807507	2807553	0.000	2807507	0.9737	2807507.0	818	 
2807550	2807771	-0.001	2807550	0.9817	2807550.0	818	 
2807205	2807550	-0.001	2807205	0.9779	2807205.0	818	 
2807587	2814604	-0.503	2807587	0.9629	2807587.0	818	z = 2
2691317	2691367	0.001	2691317	0.9051	2691317.0	819	 
1673926	1686854	-2.492	1673926	0.7754	1673926.0	821	 
1686854	1686856	-0.001	1686854	0.8159	1686854.0	821	 
1787124	1885926	-24.976	1787124	0.7034	1787124.0	824	 
1661296	1791129	-24.000	1661296	0.8867	1661296.0	824	C2
1791138	1886395	-24.000	1791138	0.7523	1791138.0	824	C2
1651701	1786812	-25.039	1651701	0.7219	1651701.0	824	 
1651701	1791161	-26.016	1651701	0.7038	1651701.0	824	C2H2
1791138	1885926	-24.000	1791138	0.7717	1791138.0	824	C2
1809192	1809260	0.000	1809192	0.8155	1809192.0	824	 
1791144	1809192	-2.015	1791144	0.903	1791144.0	824	H2
1791129	1885926	-24.000	1791129	0.8166	1791129.0	824	C2
1791161	1885926	-23.999	1791161	0.7164	1791161.0	824	C2
1787124	1791138	-0.976	1787124	0.749	1787124.0	824	 
1791129	1809192	-2.016	1791129	0.9518	1791129.0	824	H2
1661296	1791138	-24.000	1661296	0.8182	1661296.0	824	C2
1885926	1886395	0.000	1885926	0.7728	1885926.0	824	 
1661296	1787124	-23.024	1661296	0.8133	1661296.0	824	 
1661296	1809225	-26.016	1661296	0.7729	1661296.0	824	C2H2
1787124	1809260	-2.992	1787124	0.7352	1787124.0	824	 
1791144	1791161	0.000	1791144	0.7917	1791144.0	824	 
1787113	1787124	0.000	1787113	0.7212	1787113.0	824	 
1791144	1809260	-2.015	1791144	0.7779	1791144.0	824	H2
1786812	1791161	-0.977	1786812	0.7661	1786812.0	824	 
1787124	1791144	-0.977	1787124	0.7984	1787124.0	824	 
1661296	1787113	-23.024	1661296	0.7666	1661296.0	824	 
1791129	1791161	-0.001	1791129	0.8166	1791129.0	824	 
1791144	1885926	-23.999	1791144	0.779	1791144.0	824	C2
1787113	1809192	-2.992	1787113	0.8098	1787113.0	824	 
1787124	1809192	-2.992	1787124	0.8652	1787124.0	824	 
1791129	1809260	-2.016	1791129	0.8071	1791129.0	824	H2
1809192	1809225	0.000	1809192	0.8022	1809192.0	824	 
1809192	1885926	-21.984	1809192	0.8232	1809192.0	824	adduct_rel_H_Na:Na-H
1787124	1791129	-0.976	1787124	0.86	1787124.0	824	 
1791138	1791144	-0.001	1791138	0.8423	1791138.0	824	 
1791129	1791138	0.000	1791129	0.8622	1791129.0	824	 
1786812	1885926	-24.976	1786812	0.7654	1786812.0	824	 
1661296	1809192	-26.016	1661296	0.8969	1661296.0	824	C2H2
1661296	1809260	-26.016	1661296	0.7682	1661296.0	824	C2H2
1786812	1809192	-2.992	1786812	0.8683	1786812.0	824	 
1786812	1787113	0.000	1786812	0.7546	1786812.0	824	 
1791144	1809225	-2.015	1791144	0.7767	1791144.0	824	H2
1791129	1791144	-0.001	1791129	0.9133	1791129.0	824	 
1786812	1791144	-0.977	1786812	0.8391	1786812.0	824	 
1791138	1809192	-2.016	1791138	0.8548	1791138.0	824	H2
1787113	1791161	-0.977	1787113	0.7146	1787113.0	824	 
1661296	1786812	-23.024	1661296	0.8046	1661296.0	824	 
1786812	1791129	-0.976	1786812	0.8623	1786812.0	824	 
1791138	1809211	-2.015	1791138	0.7541	1791138.0	824	H2
1786812	1787124	0.000	1786812	0.7397	1786812.0	824	 
1661296	1885926	-48.000	1661296	0.76	1661296.0	824	 
1786812	1791138	-0.976	1786812	0.8409	1786812.0	824	 
1661296	1791144	-24.001	1661296	0.8577	1661296.0	824	C2
1791129	1809225	-2.016	1791129	0.7981	1791129.0	824	H2
1508742	1509160	0.000	1508742	0.9154	1508742.0	826	 
1508702	1508742	0.001	1508702	0.9841	1508702.0	826	 
1508817	1509160	-0.001	1508817	0.8253	1508817.0	826	 
653018	1509160	-112.125	653018	0.8615	653018.0	826	 
661235	1508742	-111.123	661235	0.7352	661235.0	826	 
653018	1508742	-112.125	653018	0.9013	653018.0	826	 
1508702	1508817	0.002	1508702	0.8736	1508702.0	826	 
653018	1508702	-112.126	653018	0.8794	653018.0	826	 
653018	1508817	-112.124	653018	0.8008	653018.0	826	 
653018	661235	-1.002	653018	0.8695	653018.0	826	isotope_13C
661235	1508702	-111.124	661235	0.7534	661235.0	826	 
1508702	1509160	0.001	1508702	0.9146	1508702.0	826	 
1508742	1508817	0.001	1508742	0.8736	1508742.0	826	 
2429724	2724953	-96.129	2429724	0.8646	2429724.0	827	 
2663469	2679708	-2.016	2663469	0.7203	2663469.0	829	H2
2679706	2679708	0.000	2679706	0.8154	2679706.0	829	 
2679706	2728509	-17.026	2679706	0.7442	2679706.0	829	adduct_rel_H_NH4 or NH3
2663469	2679706	-2.016	2663469	0.7657	2663469.0	829	H2
2679708	2728509	-17.026	2679708	0.7298	2679708.0	829	adduct_rel_H_NH4 or NH3
2375590	2375595	0.000	2375590	0.7272	2375590.0	830	 
2375579	2375595	0.000	2375579	0.7414	2375579.0	830	 
2375575	2375590	-0.001	2375575	0.7318	2375575.0	830	 
2375575	2375579	-0.001	2375575	0.7154	2375575.0	830	 
2375579	2375590	0.000	2375579	0.8044	2375579.0	830	 
2301811	2317230	-2.963	2301811	0.7556	2301811.0	831	 
2301811	2301887	0.001	2301811	0.8052	2301811.0	831	 
2288816	2302015	-0.977	2288816	0.83	2288816.0	831	 
2301884	2301887	0.000	2301884	0.7747	2301884.0	831	 
2301811	2302015	-0.001	2301811	0.7075	2301811.0	831	 
2301811	2301884	0.001	2301811	0.8444	2301811.0	831	 
2317210	2317230	-0.001	2317210	0.7647	2317210.0	831	 
2288816	2301811	-0.976	2288816	0.7303	2288816.0	831	 
1773824	1773845	0.001	1773824	0.8479	1773824.0	832	 
1773824	1773840	0.000	1773824	0.9063	1773824.0	832	 
1773840	1775893	-0.990	1773840	0.7344	1773840.0	832	 
1773809	1773846	0.001	1773809	0.7491	1773809.0	832	 
1773809	1773840	0.000	1773809	0.9672	1773809.0	832	 
1773809	1775893	-0.990	1773809	0.7618	1773809.0	832	 
1773824	1773846	0.001	1773824	0.7239	1773824.0	832	 
1773809	1773870	0.001	1773809	0.7464	1773809.0	832	 
1773824	1773843	0.000	1773824	0.7789	1773824.0	832	 
1773840	1773845	0.001	1773840	0.8844	1773840.0	832	 
1773809	1773843	0.000	1773809	0.7966	1773809.0	832	 
1773840	1773870	0.001	1773840	0.7567	1773840.0	832	 
1773843	1773845	0.001	1773843	0.7727	1773843.0	832	 
1773809	1773824	0.000	1773809	0.9022	1773809.0	832	 
1773840	1773843	0.000	1773840	0.7848	1773840.0	832	 
1773240	1775893	-1.495	1773240	0.7174	1773240.0	832	 
1773840	1773846	0.001	1773840	0.7014	1773840.0	832	 
1773824	1773870	0.001	1773824	0.7283	1773824.0	832	 
1773809	1773845	0.001	1773809	0.8879	1773809.0	832	 
1773845	1775893	-0.991	1773845	0.7053	1773845.0	832	 
2540418	2540419	0.002	2540418	0.701	2540418.0	838	 
2717113	2885148	-71.037	2717113	0.7849	2717113.0	839	CH3N4:C3H5NO
70180	169465	-18.969	70180	0.7494	70180.0	842	 
3180916	3181055	-1.005	3180916	0.87	3180916.0	843	isotope_13C:H
2968471	2968503	0.000	2968471	0.7772	2968471.0	844	 
2919573	2968471	-28.031	2919573	0.8455	2919573.0	844	C2H4
2790850	2790856	0.000	2790850	0.7018	2790850.0	847	 
2790856	2790858	-0.001	2790856	0.7021	2790856.0	847	 
3068619	3180183	-435.358	3068619	0.7835	3068619.0	849	 
3068619	3112129	-42.055	3068619	0.8716	3068619.0	849	C3H6
3113316	3180183	-391.288	3113316	0.828	3113316.0	849	 
3068111	3112129	-44.069	3068111	0.9242	3068111.0	849	C3H8
3047094	3056687	-21.985	3047094	0.7193	3047094.0	849	adduct_rel_H_Na:Na-H
3112129	3113316	-2.015	3112129	0.9412	3112129.0	849	H2
3179681	3180183	-42.055	3179681	0.8195	3179681.0	849	C3H6
3047094	3179681	-437.374	3047094	0.806	3047094.0	849	 
3180183	3180184	-2.013	3180183	0.8888	3180183.0	849	H2
3068111	3180183	-437.372	3068111	0.9119	3068111.0	849	 
3068619	3180184	-437.371	3068619	0.8053	3068619.0	849	 
3068619	3113316	-44.070	3068619	0.8895	3068619.0	849	C3H8
3068111	3113316	-46.084	3068111	0.8865	3068111.0	849	 
3068111	3180184	-439.385	3068111	0.9008	3068111.0	849	 
3068111	3068619	-2.014	3068111	0.7441	3068111.0	849	H2
1283102	3260648	14.016	1283102	0.7767	1283102.0	852	methanol (-H2O):CH2
3260300	3260648	-0.001	3260300	0.732	3260300.0	852	 
3260648	3262152	-0.001	3260648	0.8004	3260648.0	852	 
3260648	3261745	0.000	3260648	0.7349	3260648.0	852	 
1283102	3262152	14.015	1283102	0.7308	1283102.0	852	methanol (-H2O):CH2
65080	67094	-0.979	65080	0.7495	65080.0	853	 
67094	67209	-0.041	67094	0.7107	67094.0	853	 
65080	67209	-1.020	65080	0.7368	65080.0	853	 
3169906	3169999	-0.989	3169906	0.7009	3169906.0	855	NH3<->OH
3169906	3169922	-0.501	3169906	0.7444	3169906.0	855	z = 2
3177491	3177498	-2.015	3177491	0.8573	3177491.0	856	H2
3055829	3056034	-0.499	3055829	0.926	3055829.0	857	z = 2
3055828	3055829	-0.001	3055828	0.7376	3055828.0	857	 
3055828	3056034	-0.500	3055828	0.7417	3055828.0	857	z = 2
2016132	2016138	0.000	2016132	0.8649	2016132.0	858	 
2016132	2016153	0.000	2016132	0.7169	2016132.0	858	 
1924018	1924019	0.001	1924018	0.8441	1924018.0	860	 
2042227	2042263	0.001	2042227	0.7631	2042227.0	861	 
65953	67593	-0.997	65953	0.7533	65953.0	862	 
2678869	2679204	-0.250	2678869	0.7344	2678869.0	863	 
947269	947272	0.000	947269	0.8852	947269.0	864	 
690952	947272	-35.519	690952	0.7087	690952.0	864	 
690952	947269	-35.519	690952	0.7824	690952.0	864	 
2321919	2321928	0.000	2321919	0.7099	2321919.0	866	 
2321777	2321928	-0.334	2321777	0.7424	2321777.0	866	 
2321777	2321919	-0.334	2321777	0.8868	2321777.0	866	 
2321779	2321919	-0.335	2321779	0.8831	2321779.0	866	 
2321777	2321779	0.001	2321777	0.8359	2321777.0	866	 
3180748	3180861	-43.990	3180748	0.8716	3180748.0	867	CO2:N2O
3180748	3180762	-1.003	3180748	0.9617	3180748.0	867	isotope_13C:H
2903780	2903823	-0.004	2903780	0.7625	2903780.0	869	 
3082	3857	-6.021	3082	0.7714	3082.0	871	 
1566393	1566455	0.000	1566393	0.7734	1566393.0	873	 
2976353	2976855	-0.001	2976353	0.858	2976353.0	874	 
2976353	2982802	-2.009	2976353	0.8634	2976353.0	874	H2
2976457	2976855	0.000	2976457	0.9141	2976457.0	874	 
2976353	2976457	-0.001	2976353	0.8574	2976353.0	874	 
133352	193340	-9.005	133352	0.8643	133352.0	877	 
133343	133352	-0.001	133343	0.8021	133343.0	877	 
119074	133352	-2.504	119074	0.7118	119074.0	877	 
104007	133352	-9.006	104007	0.743	104007.0	877	 
133343	193340	-9.006	133343	0.7218	133343.0	877	 
2180216	2181614	-0.054	2180216	0.7824	2180216.0	879	 
2180216	2180240	0.000	2180216	0.8447	2180216.0	879	 
2180203	2181614	-0.054	2180203	0.7466	2180203.0	879	 
2180203	2180216	0.000	2180203	0.7917	2180203.0	879	 
2180203	2180240	0.000	2180203	0.8057	2180203.0	879	 
1662787	1684578	-1.997	1662787	0.801	1662787.0	882	isotope_34S:isotope_37Cl:isotope_81Br
1662787	1662946	0.001	1662787	0.7743	1662787.0	882	 
1662802	1662946	0.001	1662802	0.7129	1662802.0	882	 
1662802	1684578	-1.997	1662802	0.7388	1662802.0	882	isotope_34S:isotope_37Cl:isotope_81Br
1662787	1662802	0.000	1662787	0.879	1662787.0	882	 
2026436	2045880	-2.016	2026436	0.7648	2026436.0	883	H2
2026418	2045880	-2.017	2026418	0.8223	2026418.0	883	H2
2045880	2152820	-26.015	2045880	0.7396	2045880.0	883	C2H2
2026418	2026436	-0.001	2026418	0.8518	2026418.0	883	 
2652541	2652544	0.000	2652541	0.8372	2652541.0	887	 
2652541	3001281	-163.062	2652541	0.7074	2652541.0	887	C9H12N3O7P_cytidine 5' monophsophate (-H2O):C9H9NO2
736651	3184593	-2.016	736651	0.7948	736651.0	889	H2
737204	3184593	-2.016	737204	0.8052	737204.0	889	H2
736651	737204	0.000	736651	0.8508	736651.0	889	 
109081	114988	-2.042	109081	0.7143	109081.0	890	 
3771	109354	-41.025	3771	0.7348	3771.0	890	 
109354	111850	-0.001	109354	0.7598	109354.0	890	 
109354	112094	-0.002	109354	0.8315	109354.0	890	 
109354	114988	-1.979	109354	0.7863	109354.0	890	 
109354	115792	-2.039	109354	0.7989	109354.0	890	 
109354	114091	-0.979	109354	0.8225	109354.0	890	 
109081	109354	-0.063	109081	0.7464	109081.0	890	 
109772	114988	-2.002	109772	0.7577	109772.0	890	 
112094	114988	-1.977	112094	0.807	112094.0	890	 
133632	152197	-2.002	133632	0.8027	133632.0	891	 
133614	152197	-2.003	133614	0.7476	133614.0	891	 
2782002	2782976	-0.501	2782002	0.7725	2782002.0	892	z = 2
2781992	2782002	0.000	2781992	0.7841	2781992.0	892	 
2781993	2782976	-0.501	2781993	0.875	2781993.0	892	z = 2
2782976	2782986	-0.001	2782976	0.8442	2782976.0	892	 
2781992	2782976	-0.501	2781992	0.844	2781992.0	892	z = 2
2781993	2782986	-0.502	2781993	0.7877	2781993.0	892	z = 2
2781993	2782002	0.000	2781993	0.8354	2781993.0	892	 
2781992	2781993	0.000	2781992	0.8667	2781992.0	892	 
2925644	2929053	-1.003	2925644	0.9666	2925644.0	896	isotope_13C:H
2850593	2851058	-0.999	2850593	0.7395	2850593.0	897	isotope_13C
2432732	2432733	-0.001	2432732	0.8735	2432732.0	898	 
2428945	2432733	-2.723	2428945	0.7092	2428945.0	898	 
2127405	2127416	0.001	2127405	0.7806	2127405.0	899	 
1644568	1739471	-14.015	1644568	0.7511	1644568.0	902	methanol (-H2O):CH2
1297773	3257668	16.870	1297773	0.729	1297773.0	905	 
1297773	1575212	-40.189	1297773	0.7222	1297773.0	905	 
1297773	1298580	-0.166	1297773	0.7124	1297773.0	905	 
1187296	1297773	-13.850	1187296	0.7419	1187296.0	905	 
1187296	1208200	-1.051	1187296	0.7779	1187296.0	905	 
1575212	1582463	-1.015	1575212	0.7865	1575212.0	905	 
1187296	1310263	-16.133	1187296	0.7696	1187296.0	905	 
1208200	1575212	-52.988	1208200	0.7378	1208200.0	905	 
1187296	1575212	-54.039	1187296	0.7286	1187296.0	905	 
1208200	1298580	-12.965	1208200	0.7041	1208200.0	905	 
1208200	1297773	-12.799	1208200	0.7745	1208200.0	905	 
1208200	3257668	4.071	1208200	0.7295	1208200.0	905	 
1208200	1582463	-54.003	1208200	0.7815	1208200.0	905	 
1187296	1582463	-55.054	1187296	0.8077	1187296.0	905	C4H7
1298580	1310263	-2.117	1298580	0.729	1298580.0	905	 
1297773	1582463	-41.204	1297773	0.7319	1297773.0	905	 
1575212	3257668	57.059	1575212	0.7615	1575212.0	905	C3H7N
1297773	1310263	-2.283	1297773	0.8513	1297773.0	905	 
1586344	1586358	-0.001	1586344	0.9255	1586344.0	908	 
1771027	1880204	-28.031	1771027	0.9932	1771027.0	912	C2H4
1879956	1880038	0.000	1879956	0.8889	1879956.0	912	 
1770984	1770998	0.001	1770984	0.9959	1770984.0	912	 
1880204	1880294	0.000	1880204	0.9779	1880204.0	912	 
1771027	1880174	-28.031	1771027	0.9735	1771027.0	912	C2H4
1873669	1880204	-2.015	1873669	0.944	1873669.0	912	H2
1770998	1873534	-26.017	1770998	0.9678	1770998.0	912	C2H2
1873669	1880103	-2.016	1873669	0.9418	1873669.0	912	H2
1880103	1991069	-28.030	1880103	0.9599	1880103.0	912	C2H4
1873534	1880103	-2.015	1873534	0.97	1873534.0	912	H2
1770998	1873701	-26.016	1770998	0.9553	1770998.0	912	C2H2
1873754	1879956	-2.015	1873754	0.9134	1873754.0	912	H2
1770984	1873669	-26.015	1770984	0.9465	1770984.0	912	C2H2
1873754	1880038	-2.015	1873754	0.9204	1873754.0	912	H2
1880103	1880294	0.001	1880103	0.9782	1880103.0	912	 
1873701	1880103	-2.016	1873701	0.9538	1873701.0	912	H2
1880174	1880204	0.000	1880174	0.9774	1880174.0	912	 
1880294	1991069	-28.031	1880294	0.9485	1880294.0	912	C2H4
1770984	1880204	-28.030	1770984	0.997	1770984.0	912	C2H4
1770984	1873701	-26.015	1770984	0.9535	1770984.0	912	C2H2
1873534	1873692	0.001	1873534	0.9666	1873534.0	912	 
1770984	1873534	-26.016	1770984	0.9699	1770984.0	912	C2H2
1873669	1873677	0.000	1873669	0.9374	1873669.0	912	 
1873534	1873701	0.001	1873534	0.9944	1873534.0	912	 
1880174	1880294	0.000	1880174	0.9704	1880174.0	912	 
1771027	1873534	-26.017	1771027	0.9682	1771027.0	912	C2H2
1873534	1880204	-2.014	1873534	0.9683	1873534.0	912	H2
1880103	1880174	0.001	1880103	0.9783	1880103.0	912	 
1770998	1880204	-28.031	1770998	0.9916	1770998.0	912	C2H4
1873669	1873701	0.000	1873669	0.9876	1873669.0	912	 
1770984	1880294	-28.030	1770984	0.9768	1770984.0	912	C2H4
1873692	1873754	0.000	1873692	0.9338	1873692.0	912	 
1770998	1873669	-26.016	1770998	0.9517	1770998.0	912	C2H2
1880204	1991069	-28.031	1880204	0.9605	1880204.0	912	C2H4
1770998	1771027	0.000	1770998	0.9956	1770998.0	912	 
1873692	1879956	-2.015	1873692	0.9152	1873692.0	912	H2
1770984	1991069	-56.061	1770984	0.9578	1770984.0	912	C4H8
1770998	1880103	-28.032	1770998	0.9945	1770998.0	912	C2H4
1771027	1880294	-28.031	1771027	0.9743	1771027.0	912	C2H4
1880103	1880204	0.001	1880103	0.9977	1880103.0	912	 
1770984	1771027	0.001	1770984	0.9967	1770984.0	912	 
1873677	1873692	0.000	1873677	0.9486	1873677.0	912	 
1770998	1880294	-28.031	1770998	0.9774	1770998.0	912	C2H4
1770984	1880103	-28.031	1770984	0.9984	1770984.0	912	C2H4
1873534	1880294	-2.014	1873534	0.9543	1873534.0	912	H2
1873669	1873692	0.000	1873669	0.9777	1873669.0	912	 
1873701	1880204	-2.015	1873701	0.9523	1873701.0	912	H2
1771027	1880103	-28.032	1771027	0.9963	1771027.0	912	C2H4
1770984	1880174	-28.030	1770984	0.9781	1770984.0	912	C2H4
1873701	1880174	-2.015	1873701	0.9465	1873701.0	912	H2
1770998	1880174	-28.031	1770998	0.973	1770998.0	912	C2H4
1873534	1880174	-2.014	1873534	0.9606	1873534.0	912	H2
1873692	1873701	0.000	1873692	0.9801	1873692.0	912	 
1771027	1873669	-26.016	1771027	0.9475	1771027.0	912	C2H2
1770998	1991069	-56.062	1770998	0.9585	1770998.0	912	C4H8
1771027	1873701	-26.016	1771027	0.9526	1771027.0	912	C2H2
1880174	1991069	-28.031	1880174	0.9667	1880174.0	912	C2H4
1771027	1991069	-56.062	1771027	0.9534	1771027.0	912	C4H8
1873701	1880294	-2.015	1873701	0.9385	1873701.0	912	H2
1873669	1880294	-2.015	1873669	0.9354	1873669.0	912	H2
1770990	1991069	-56.063	1770990	0.9285	1770990.0	912	C4H8
1873534	1873669	0.001	1873534	0.9819	1873534.0	912	 
1873677	1873754	0.000	1873677	0.8966	1873677.0	912	 
2919179	2924754	-2.015	2919179	0.7981	2919179.0	914	H2
2581860	2589333	-2.651	2581860	0.707	2581860.0	915	 
2581854	2582063	-0.336	2581854	0.8251	2581854.0	915	 
2581854	2589333	-2.652	2581854	0.7218	2581854.0	915	 
2581860	2582509	-0.666	2581860	0.7445	2581860.0	915	 
2581861	2582063	-0.336	2581861	0.7361	2581861.0	915	 
2581860	2582063	-0.335	2581860	0.8418	2581860.0	915	 
2581860	2581861	0.001	2581860	0.7029	2581860.0	915	 
2582063	2582509	-0.331	2582063	0.7956	2582063.0	915	 
2582509	2589333	-1.985	2582509	0.7262	2582509.0	915	 
2582063	2589333	-2.316	2582063	0.8151	2582063.0	915	 
2720175	2720570	-0.498	2720175	0.7161	2720175.0	917	z = 2
2998957	3018497	-17.028	2998957	0.9123	2998957.0	918	adduct_rel_H_NH4 or NH3
2998957	3018486	-17.028	2998957	0.8709	2998957.0	918	adduct_rel_H_NH4 or NH3
3018486	3018497	0.000	3018486	0.8854	3018486.0	918	 
15984	19137	-0.037	15984	0.7649	15984.0	926	 
3181442	3181654	-241.157	3181442	0.8924	3181442.0	927	 
2258203	2258657	-0.334	2258203	0.8008	2258203.0	928	 
2287178	2300718	-0.985	2287178	0.7865	2287178.0	929	NH3<->OH
2279856	2287178	-2.507	2279856	0.7262	2279856.0	929	 
2287178	2287197	0.000	2287178	0.8249	2287178.0	929	 
3175010	3175542	-13.012	3175010	0.7238	3175010.0	930	CH
3175010	3175466	-11.493	3175010	0.7237	3175010.0	930	 
3175010	3175543	-13.504	3175010	0.748	3175010.0	930	 
3175542	3175543	-0.492	3175542	0.7805	3175542.0	930	z = 2
3175466	3175543	-2.011	3175466	0.804	3175466.0	930	H2
1515073	1515267	-0.001	1515073	0.7109	1515073.0	932	 
1515030	1515135	0.000	1515030	0.7167	1515030.0	932	 
1514997	1515135	0.000	1514997	0.7621	1514997.0	932	 
1514997	1515030	0.000	1514997	0.7753	1514997.0	932	 
1514997	1897306	-73.089	1514997	0.7179	1514997.0	932	C4H11N
1897306	1897312	0.001	1897306	0.8383	1897306.0	932	 
1514997	1515073	0.000	1514997	0.7511	1514997.0	932	 
1514997	1515267	-0.001	1514997	0.7986	1514997.0	932	 
2416970	2417022	0.000	2416970	0.7476	2416970.0	933	 
2416970	2417020	0.000	2416970	0.7217	2416970.0	933	 
2304745	2304876	0.000	2304745	0.8491	2304745.0	936	 
3161358	3161665	-1.002	3161358	0.8928	3161358.0	938	isotope_13C:H
2285332	2285350	0.000	2285332	0.9668	2285332.0	939	 
2285316	2351156	-15.010	2285316	0.7761	2285316.0	939	secondary amine:NH
2285316	2285350	0.000	2285316	0.8528	2285316.0	939	 
2277517	2278845	-1.033	2277517	0.7093	2277517.0	939	 
2285316	2358192	-17.025	2285316	0.7398	2285316.0	939	adduct_rel_H_NH4 or NH3
2285316	2285332	0.000	2285316	0.868	2285316.0	939	 
2278845	2351156	-17.026	2278845	0.7635	2278845.0	939	adduct_rel_H_NH4 or NH3
2274110	2278845	-2.083	2274110	0.7346	2274110.0	939	 
2274110	2351156	-19.109	2274110	0.7307	2274110.0	939	 
2726548	2864759	-56.071	2726548	0.7379	2726548.0	941	 
2301698	2848015	-178.140	2301698	0.7049	2301698.0	942	 
2301698	2847796	-177.639	2301698	0.744	2301698.0	942	 
2847796	2848015	-0.501	2847796	0.8014	2847796.0	942	z = 2
2847680	2847796	-0.502	2847680	0.7118	2847680.0	942	z = 2
162646	238379	-14.012	162646	0.7611	162646.0	946	 
2589287	2589295	0.000	2589287	0.83	2589287.0	947	 
2177994	2177995	-0.001	2177994	0.7263	2177994.0	948	 
3068674	3113332	-44.080	3068674	0.8372	3068674.0	952	 
274067	275773	-0.001	274067	0.7923	274067.0	956	 
274067	277084	-0.001	274067	0.8038	274067.0	956	 
274067	274267	-0.001	274067	0.811	274067.0	956	 
277084	277484	-0.001	277084	0.7669	277084.0	956	 
274267	277484	-0.001	274267	0.8048	274267.0	956	 
274267	275773	0.000	274267	0.7711	274267.0	956	 
274267	277084	0.000	274267	0.7838	274267.0	956	 
274067	277484	-0.002	274067	0.7918	274067.0	956	 
3174748	3174749	0.000	3174748	0.7501	3174748.0	957	 
3174747	3174748	-0.003	3174747	0.7556	3174747.0	957	 
3041306	3092784	-84.993	3041306	0.7413	3041306.0	957	 
3092781	3174748	-184.998	3092781	0.871	3092781.0	957	 
3092781	3092783	0.001	3092781	0.9145	3092781.0	957	 
3000216	3054541	-60.000	3000216	0.7766	3000216.0	957	N2O2:C5
3041306	3092783	-84.992	3041306	0.8848	3041306.0	957	 
3092781	3092784	0.000	3092781	0.9035	3092781.0	957	 
3041306	3092781	-84.993	3041306	0.841	3041306.0	957	 
3092782	3174748	-184.999	3092782	0.768	3092782.0	957	 
3041306	3174748	-269.991	3041306	0.8311	3041306.0	957	 
3092783	3174747	-184.996	3092783	0.7429	3092783.0	957	 
3092783	3174748	-184.999	3092783	0.8377	3092783.0	957	 
3041306	3054541	-21.984	3041306	0.7578	3041306.0	957	adduct_rel_H_Na:Na-H
