id	molecularFormula	adduct	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications
1864_Fetures_interest_MSV000079949_SIRIUS_fix_3000301	C48H82NO8P	[M + H]+	Fatty acids	0.999959946	Glycerophospholipids	0.999659657	Glycerophosphocholines	0.998371661	Phosphatidylcholines	0.931535125	Phosphatidylcholines	0.931535125	Glycerophosphocholines	0.995459199	Glycerophospholipids	0.999941349	Lipids and lipid-like molecules	0.999849439	Organic compounds; Lipids and lipid-like molecules; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Carboxylic acid esters; Phosphocholines; Phosphatidylcholines; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1865_Fetures_interest_MSV000079949_SIRIUS_fix_3000393	C39H78N9O8P	[M + H]+	Fatty acids	0.814517319	Sphingolipids	0.477443725	Phosphosphingolipids	0.386684984	N-acyl-alpha amino acids and derivatives	0.587814093	Amino acids and derivatives	0.90790242	"Amino acids, peptides, and analogues"	0.942175329	Carboxylic acids and derivatives	0.924050808	Organic acids and derivatives	0.997392774	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Phosphocholines; Phosphoethanolamines; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Alpha amino acid amides; Amines; Primary amines; Tertiary amines; Alkyl phosphates; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1866_Fetures_interest_MSV000079949_SIRIUS_fix_3001919	C42H81N7O8	[M + Na]+	Amino acids and Peptides	0.594450474	Steroids	0.860026836	Lipopeptides	0.480171293	Glycinated bile acids and derivatives	0.922309697	Glycinated bile acids and derivatives	0.922309697	"Bile acids, alcohols and derivatives"	0.922917724	Steroids and steroid derivatives	0.968637168	Lipids and lipid-like molecules	0.999843717	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Trihydroxy bile acids, alcohols and derivatives; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1867_Fetures_interest_MSV000079949_SIRIUS_fix_3001937	C36H81N11O9	[M + Na]+	Amino acids and Peptides	0.560071707	Steroids	0.362972021	Lipopeptides	0.023754779	Peptides	0.913185894	Peptides	0.913185894	"Amino acids, peptides, and analogues"	0.985212982	Carboxylic acids and derivatives	0.855626881	Organic acids and derivatives	0.941206694	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Cyclic alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Polyols; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Alkanolamines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1868_Fetures_interest_MSV000079949_SIRIUS_fix_3002460	C38H72N10O9	[M + Na]+	Terpenoids	0.490113705	Steroids	0.979807019	Cholestane steroids	0.140847385	"Hydroxy bile acids, alcohols and derivatives"	0.995868087	"Hydroxy bile acids, alcohols and derivatives"	0.995868087	"Bile acids, alcohols and derivatives"	0.982761919	Steroids and steroid derivatives	0.999343336	Lipids and lipid-like molecules	0.999371111	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; Alpha amino acid amides; Amines; Primary amines; 3-hydroxysteroids; 7-hydroxysteroids; 12-hydroxysteroids; Organic 1,3-dipolar compounds; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1869_Fetures_interest_MSV000079949_SIRIUS_fix_3003862	C40H75N7O10	[M + Na]+	Amino acids and Peptides	0.862102926	Steroids	0.961743653	Lipopeptides	0.693606436	Glycinated bile acids and derivatives	0.879095972	Glycinated bile acids and derivatives	0.879095972	"Bile acids, alcohols and derivatives"	0.968227088	Steroids and steroid derivatives	0.987823606	Lipids and lipid-like molecules	0.999798954	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Trihydroxy bile acids, alcohols and derivatives; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; 3-hydroxysteroids; Carboximidamides; 7-hydroxysteroids; 12-hydroxysteroids; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
187_Fetures_interest_MSV000079949_SIRIUS_fix_1209568	C20H35NO4	[M + H]+	Fatty acids	0.737095118	Fatty amides	0.255211711	Open-chain polyketides	0.130540505	Amino acids and derivatives	0.751384914	Amino acids and derivatives	0.751384914	"Amino acids, peptides, and analogues"	0.753724813	Carboxylic acids and derivatives	0.998806596	Organic acids and derivatives	0.999686837	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Gamma butyrolactones; Secondary carboxylic acid amides; Carbonyl compounds; Oxolanes; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1870_Fetures_interest_MSV000079949_SIRIUS_fix_3004461	C42H73N7O10	[M + H]+	Terpenoids	0.049817625	Oligopeptides	0.499487102	Steroidal alkaloids	0.137894168	Steroids and steroid derivatives	0.646339893					Steroids and steroid derivatives	0.646339893	Lipids and lipid-like molecules	0.984219253	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1871_Fetures_interest_MSV000079949_SIRIUS_fix_3004705	C26H42N2O13S7	[M + Na]+	Terpenoids	0.836867809	Steroids	0.860901415	Cholane steroids	0.9023422	Glycinated bile acids and derivatives	0.563607812	Glycinated bile acids and derivatives	0.563607812	"Bile acids, alcohols and derivatives"	0.809736371	Steroids and steroid derivatives	0.999528766	Lipids and lipid-like molecules	0.999925017	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Steroids and steroid derivatives; Monohydroxy bile acids, alcohols and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Organic sulfuric acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; Sulfonyls; Organosulfonic acids; Sulfuric acid monoesters; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Bile acids, alcohols and derivatives; Secondary carboxylic acid amides; Sulfated steroids; Carbonyl compounds; Organic disulfides; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Sulfuric acid esters; Alkyl sulfates; Fatty Acyls; Organic oxides; Dialkyldisulfides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1872_Fetures_interest_MSV000079949_SIRIUS_fix_3004708	C24H36N8O11S7	[M + H]+	Alkaloids	0.997998774	Ornithine alkaloids	0.675417185	Polyamines	0.26000312	Dialkylarylamines	0.937009752	Tertiary amines	0.914150238	Amines	0.991437733	Organonitrogen compounds	0.999970436	Organic nitrogen compounds	1	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyrimidines and pyrimidine derivatives; Piperazines; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Aminopyrimidines and derivatives; Diazines; Organosulfonamides; Diazinanes; Amines; Tertiary amines; Tertiary alkylarylamines; Organic disulfides; Aminosulfonyl compounds; Imidolactams; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic sulfonamides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
1873_Fetures_interest_MSV000079949_SIRIUS_fix_3004917	C38H74N10O9	[M + Na]+	Amino acids and Peptides	0.802637458	Steroids	0.993334413	Lipopeptides	0.411604047	Glycinated bile acids and derivatives	0.944246471	Glycinated bile acids and derivatives	0.944246471	"Bile acids, alcohols and derivatives"	0.992337763	Steroids and steroid derivatives	0.999347627	Lipids and lipid-like molecules	0.99999547	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Hydroxy fatty acids; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Trihydroxy bile acids, alcohols and derivatives; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; 3-hydroxysteroids; Carboximidamides; 7-hydroxysteroids; 12-hydroxysteroids; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1874_Fetures_interest_MSV000079949_SIRIUS_fix_3006902	C32H62N12O14	[M + H]+	Amino acids and Peptides	0.992160738	Small peptides	0.388155758	Tripeptides	0.332957894	Oligopeptides	0.87893641	Peptides	0.996517301	"Amino acids, peptides, and analogues"	0.999338925	Carboxylic acids and derivatives	0.999368131	Organic acids and derivatives	0.999760211	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Serine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1875_Fetures_interest_MSV000079949_SIRIUS_fix_3006926	C42H66N10O8	[M + H]+	Amino acids and Peptides	0.929499567	Oligopeptides	0.792548716	Linear peptides	0.584316254	Peptides	0.6709041	Peptides	0.6709041	"Amino acids, peptides, and analogues"	0.999126136	Carboxylic acids and derivatives	0.997282743	Organic acids and derivatives	0.998855948	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Peptidomimetics; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1876_Fetures_interest_MSV000079949_SIRIUS_fix_3006937	C38H76N10O9	[M + Na]+	Amino acids and Peptides	0.736957312	Steroids	0.959976733	Lipopeptides	0.445763916	Glycinated bile acids and derivatives	0.771337926	Glycinated bile acids and derivatives	0.771337926	"Bile acids, alcohols and derivatives"	0.933288276	Steroids and steroid derivatives	0.99590826	Lipids and lipid-like molecules	0.999984503	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Glycinated bile acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1877_Fetures_interest_MSV000079949_SIRIUS_fix_3006938	C36H70N16O7	[M + H]+	Amino acids and Peptides	0.938334823	Oligopeptides	0.271945983	Lipopeptides	0.145678475	Oligopeptides	0.789703786	Peptides	0.988972843	"Amino acids, peptides, and analogues"	0.9989838	Carboxylic acids and derivatives	0.994328439	Organic acids and derivatives	0.997915685	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Azoles; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1878_Fetures_interest_MSV000079949_SIRIUS_fix_3006946	C44H76N6O8	[M + Na]+	Terpenoids	0.997779787	Steroids	0.996852815	Cholestane steroids	0.341623902	Glycinated bile acids and derivatives	0.998782337	Glycinated bile acids and derivatives	0.998782337	"Bile acids, alcohols and derivatives"	0.994262993	Steroids and steroid derivatives	0.999954939	Lipids and lipid-like molecules	0.999998569	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Alpha amino acid amides; 3-hydroxysteroids; Carboximidamides; 7-hydroxysteroids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1879_Fetures_interest_MSV000079949_SIRIUS_fix_3006956	C39H76N8O10	[M + Na]+	Amino acids and Peptides	0.868639231	Steroids	0.929175854	Lipopeptides	0.717432976	Glycinated bile acids and derivatives	0.685853243	Glycinated bile acids and derivatives	0.685853243	"Bile acids, alcohols and derivatives"	0.930799067	Steroids and steroid derivatives	0.945245087	Lipids and lipid-like molecules	0.999657273	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Glycinated bile acids and derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Polyols; Alpha amino acid amides; N-acyl-alpha amino acids; Amines; Primary amines; 3-hydroxysteroids; Carboximidamides; 7-hydroxysteroids; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
188_Fetures_interest_MSV000079949_SIRIUS_fix_1209673	C20H35NO4	[M + H]+	Fatty acids	0.621526957	Fatty amides	0.527291656	N-acyl amines	0.435720861	N-acyl-alpha amino acids and derivatives	0.790732861	Amino acids and derivatives	0.772378743	"Amino acids, peptides, and analogues"	0.785434663	Carboxylic acids and derivatives	0.998718381	Organic acids and derivatives	0.999381661	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Ketones; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acid esters; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"
1880_Fetures_interest_MSV000079949_SIRIUS_fix_3006993	C48H80O10	[M + Na]+	Terpenoids	0.98180896	Triterpenoids	0.70868057	Dammarane and Protostane triterpenoids	0.919437945	Triterpene saponins	0.7946769	Triterpene glycosides	0.827326	Terpene glycosides	0.520378113	Prenol lipids	0.851471603	Lipids and lipid-like molecules	0.996549129	Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Cyclic alcohols and derivatives; Hydroxysteroids; Monosaccharides; Triterpene glycosides; Secondary alcohols; Steroid esters; Carbonyl compounds; Terpene glycosides; Triterpene saponins; 3-hydroxysteroids; 12-hydroxysteroids; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities
1881_Fetures_interest_MSV000079949_SIRIUS_fix_3007009	C42H70N12O6	[M + H]+	Amino acids and Peptides	0.878688872	Oligopeptides	0.585762024	Linear peptides	0.783852339	Oligopeptides	0.83029294	Peptides	0.9811607	"Amino acids, peptides, and analogues"	0.998748422	Carboxylic acids and derivatives	0.989864409	Organic acids and derivatives	0.9886114	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Heteroaromatic compounds; Hydrocarbon derivatives; Phenylalanine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1882_Fetures_interest_MSV000079949_SIRIUS_fix_300728	C10H22N2S2	[M + H]+	Fatty acids	0.695750892	Ornithine alkaloids	0.882474542	Polyamines	0.776704073	Sulfenyl compounds	0.669736147					Sulfenyl compounds	0.669736147	Organosulfur compounds	0.992956519	Organic compounds; Organosulfur compounds; Organonitrogen compounds; Sulfenyl compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities
1883_Fetures_interest_MSV000079949_SIRIUS_fix_3007598	C42H75N9O7	[M + Na]+	Terpenoids	0.962973416	Steroids	0.977474153	Lipopeptides	0.365256637	Glycinated bile acids and derivatives	0.982456684	Glycinated bile acids and derivatives	0.982456684	"Bile acids, alcohols and derivatives"	0.991234124	Steroids and steroid derivatives	0.999535918	Lipids and lipid-like molecules	0.999998689	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Steroids and steroid derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Trihydroxy bile acids, alcohols and derivatives; Glycinated bile acids and derivatives; N-acyl-alpha amino acids and derivatives; Cyclic alcohols and derivatives; Hydroxysteroids; Bile acids, alcohols and derivatives; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Hydroxy bile acids, alcohols and derivatives; Alpha amino acid amides; Amines; Primary amines; 3-hydroxysteroids; Carboximidamides; 3-alpha-hydroxysteroids; 7-hydroxysteroids; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"
1884_Fetures_interest_MSV000079949_SIRIUS_fix_3007625	C48H83NO8	[M + K]+	Fatty acids	0.967191458	Sphingolipids	0.410662621	Neutral glycosphingolipids	0.446443051	Glycosyl-N-acylsphingosines	0.724069178	Neutral glycosphingolipids	0.619747579	Glycosphingolipids	0.289792687	Sphingolipids	0.461215198	Lipids and lipid-like molecules	0.986978412	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Dicarboxylic acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Neutral glycosphingolipids; Simple glycosylceramides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Glycosyl-N-acylsphingosines; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities
